t,x,y,p
169712,842,6,1
169713,695,609,1
169714,1218,301,1
169716,652,256,1
169717,504,123,0
169718,1185,149,1
169719,431,374,1
169721,465,152,1
169722,1056,258,0
169723,698,440,1
169726,478,383,0
169726,398,639,1
169729,883,372,0
169736,420,284,1
169738,120,388,1
169738,120,388,1
169739,142,297,1
169739,34,630,1
169739,34,630,1
169741,1265,331,1
169744,743,292,1
169744,138,536,1
169750,1269,279,0
169751,681,558,0
169753,1061,98,0
169756,922,89,1
169756,922,89,1
169763,243,181,0
169763,616,702,1
169770,1103,142,1
169775,630,140,0
169780,132,443,1
169784,1073,647,0
169793,348,235,0
169796,43,148,0
169797,662,118,0
169800,478,66,0
169803,1204,159,0
169807,80,0,0
169809,542,544,0
169810,647,141,0
169811,267,496,0
169811,524,300,1
169812,640,55,0
169813,849,87,1
169815,306,457,0
169816,933,472,0
169817,562,296,1
169821,409,642,0
169821,231,429,0
169826,311,42,1
169826,1080,531,1
169826,460,251,0
169827,1225,218,0
169828,190,440,1
169831,478,610,1
169834,599,131,0
169835,303,138,1
169835,579,472,0
169836,1036,525,0
169843,591,15,1
169843,1102,156,0
169846,1163,376,1
169846,1163,376,1
169847,569,77,1
169849,833,20,0
169852,1088,105,0
169854,215,688,0
169854,33,565,0
169857,1051,167,0
169858,1164,335,0
169858,1165,616,0
169863,1212,18,1
169866,932,617,0
169868,1040,43,1
169868,1040,43,1
169869,221,507,1
169873,44,613,0
169877,1024,617,1
169883,752,375,0
169885,264,466,0
169887,321,184,1
169888,929,23,1
169888,337,92,1
169889,888,645,1
169890,530,502,1
169891,158,604,1
169894,125,280,0
169896,1217,715,0
169898,1094,104,0
169899,451,223,0
169902,1205,342,0
169903,85,520,0
169903,1078,126,0
169905,987,296,1
169906,770,241,1
169910,143,478,0
169912,598,569,1
169914,41,45,1
169914,41,45,1
169916,187,353,1
169916,644,37,1
169917,415,525,1
169918,328,377,1
169918,353,130,1
169919,481,248,0
169921,1203,209,0
169923,383,705,0
169925,54,589,1
169927,4,593,1
169928,422,572,1
169928,218,119,0
169935,398,191,1
169936,649,321,1
169936,212,695,1
169938,894,267,1
169939,1248,201,1
169940,753,553,1
169942,1100,41,1
169943,491,22,1
169944,497,165,0
169947,1071,60,1
169947,571,528,1
169948,602,498,1
169948,602,498,1
169953,237,261,0
169956,113,678,0
169956,1200,656,0
169957,992,73,1
169959,674,292,0
169961,211,391,0
169968,1199,403,0
169971,427,337,1
169973,1251,423,1
169974,1094,384,0
169978,887,45,1
169985,706,695,1
169987,446,526,0
169993,384,19,1
169993,396,396,0
169994,1231,341,0
169994,718,661,1
169995,49,636,0
169995,420,89,0
169996,70,332,1
170000,184,260,1
170001,612,312,0
170002,911,152,1
170005,87,586,0
170006,711,130,0
170006,67,172,1
170007,366,307,1
170008,116,616,0
170008,78,545,0
170009,675,676,1
170009,817,551,0
170014,215,706,0
170016,475,500,0
170017,933,411,1
170017,485,367,1
170022,154,170,1
170023,774,677,0
170024,1244,469,0
170029,1267,634,0
170031,269,49,1
170031,537,652,1
170031,537,652,1
170034,857,606,0
170035,11,640,0
170037,1279,182,0
170040,1017,654,0
170046,167,177,0
170047,699,422,0
170049,905,450,0
170052,842,559,0
170054,434,618,1
170055,123,650,0
170056,179,241,1
170058,577,532,1
170058,736,586,0
170059,25,350,0
170060,356,293,0
170062,555,247,1
170064,680,34,0
170065,545,439,1
170065,991,513,0
170066,624,652,0
170066,481,427,0
170067,799,687,0
170070,749,51,0
170071,29,235,1
170071,265,46,0
170071,715,44,1
170072,7,565,0
170073,812,640,0
170075,362,688,0
170078,1108,646,0
170078,44,114,0
170079,1036,45,0
170081,673,551,0
170081,131,237,0
170085,108,234,0
170088,964,481,0
170094,597,78,1
170095,886,210,1
170096,313,606,0
170096,639,164,0
170102,688,82,0
170103,65,333,0
170103,986,216,0
170104,1026,196,0
170105,1048,163,0
170105,356,160,0
170106,1228,466,0
170108,862,112,0
170110,978,673,0
170114,49,374,0
170114,960,22,0
170116,1,7,1
170119,18,74,1
170120,18,74,1
170120,908,353,0
170120,352,187,1
170120,72,199,0
170120,869,218,0
170120,278,390,0
170121,2,234,0
170121,716,452,1
170122,477,349,1
170123,412,523,0
170123,910,713,0
170126,269,523,0
170127,785,283,0
170127,1213,327,0
170128,206,201,0
170128,1115,640,0
170129,1062,209,0
170130,548,481,1
170130,311,84,0
170132,143,457,0
170132,1268,605,0
170134,178,224,0
170139,1279,505,0
170141,1174,566,0
170141,334,43,0
170141,882,719,1
170141,589,660,1
170141,387,393,0
170142,1254,600,0
170142,1067,696,1
170143,158,430,0
170143,633,484,0
170143,1029,622,0
170144,1101,638,0
170145,739,452,0
170146,179,134,0
170146,1115,336,0
170147,23,583,0
170147,392,518,0
170151,218,277,0
170153,787,493,0
170154,199,442,0
170156,272,186,0
170158,37,519,0
170163,54,354,0
170163,110,617,0
170164,657,0,1
170165,400,206,0
170165,654,677,0
170168,496,475,1
170169,1112,368,1
170169,191,227,0
170170,1172,77,0
170170,71,201,1
170173,1094,50,1
170175,350,408,1
170178,210,475,0
170180,832,655,0
170180,847,284,0
170182,679,173,0
170182,846,325,0
170182,660,703,1
170182,660,703,1
170182,363,254,0
170183,12,61,0
170183,972,293,0
170184,690,491,0
170185,887,590,0
170185,117,257,0
170188,80,594,0
170189,409,195,0
170192,578,310,0
170192,423,710,1
170192,1063,507,1
170194,387,367,0
170195,642,683,1
170197,742,567,0
170199,224,122,0
170200,244,554,0
170203,230,665,0
170205,883,508,0
170206,315,578,0
170212,47,394,0
170214,69,220,0
170214,87,535,0
170215,46,666,0
170216,1034,664,0
170216,843,622,1
170216,843,622,1
170218,667,200,0
170219,732,716,1
170220,732,716,1
170220,693,146,0
170221,84,653,0
170221,622,149,0
170223,1036,252,0
170224,1042,261,1
170225,380,431,1
170227,1030,258,0
170228,214,9,0
170230,86,261,0
170231,1113,74,0
170232,29,492,0
170233,42,659,0
170234,494,154,1
170235,117,512,1
170236,860,108,0
170237,317,711,0
170238,260,626,0
170238,461,38,1
170238,1050,62,0
170240,716,379,1
170241,130,487,0
170241,21,688,0
170242,206,50,0
170242,180,422,1
170243,162,135,1
170247,188,658,0
170247,1139,2,1
170247,411,55,1
170249,336,629,1
170251,1003,400,0
170252,357,698,0
170252,32,296,1
170256,63,30,0
170258,590,551,1
170259,1103,195,0
170263,471,462,0
170263,50,500,0
170267,945,432,0
170269,1111,397,0
170269,1077,23,0
170270,664,394,1
170271,883,58,0
170272,148,463,0
170276,823,421,0
170277,195,472,1
170278,153,257,0
170278,270,497,0
170280,491,651,1
170281,52,233,0
170282,505,605,0
170282,362,444,1
170282,362,444,1
170283,527,77,1
170283,527,77,1
170283,36,71,0
170284,1000,144,0
170285,598,616,1
170285,1228,707,1
170287,923,108,1
170291,1066,494,1
170291,797,317,0
170293,1012,421,0
170294,285,334,0
170294,950,498,1
170294,950,498,1
170294,384,517,0
170295,1023,349,0
170298,934,19,0
170300,992,497,0
170301,1082,526,0
170304,414,63,1
170305,788,447,1
170308,176,320,0
170311,765,392,1
170312,516,253,1
170313,414,251,0
170314,79,666,0
170315,828,283,0
170316,213,464,0
170328,1150,664,0
170329,275,634,0
170329,531,587,0
170331,509,675,0
170331,617,273,0
170332,1059,439,0
170332,58,262,1
170336,125,370,0
170337,858,165,0
170338,1198,554,0
170341,631,302,0
170343,1083,367,0
170347,495,455,0
170349,732,386,0
170350,238,372,1
170351,403,341,0
170353,730,294,1
170353,1277,603,0
170354,298,120,1
170354,917,193,1
170355,324,16,1
170355,574,166,0
170357,138,693,0
170359,69,198,1
170360,1111,248,0
170360,741,600,1
170362,483,236,1
170364,436,543,1
170364,613,483,0
170366,215,565,1
170368,351,516,1
170369,816,81,0
170370,109,622,1
170370,519,324,1
170371,1257,623,1
170372,606,171,1
170373,609,400,1
170374,704,312,1
170374,515,251,1
170375,550,6,1
170376,850,31,1
170377,907,269,1
170377,907,269,1
170379,338,695,1
170380,1166,327,0
170382,1209,543,1
170383,289,716,0
170384,1093,45,1
170385,1093,45,1
170386,209,429,1
170386,622,153,1
170387,319,545,1
170388,930,441,0
170389,279,529,1
170392,1014,536,1
170393,782,333,1
170393,50,226,1
170393,179,137,1
170394,714,449,1
170394,912,614,1
170395,973,137,1
170395,1184,382,1
170395,673,523,1
170396,564,522,1
170397,14,665,1
170398,1018,396,0
170399,410,661,1
170400,690,126,0
170401,1241,589,1
170404,143,173,1
170404,618,203,1
170405,333,388,0
170405,245,639,1
170408,1027,622,1
170408,428,713,0
170409,884,224,1
170409,952,629,1
170410,1134,227,1
170410,779,325,1
170412,256,360,1
170414,240,426,1
170414,581,64,1
170415,309,660,0
170415,1118,306,0
170415,920,647,1
170415,460,321,1
170416,174,452,1
170418,153,346,1
170419,1039,663,1
170423,1104,136,0
170424,1223,337,1
170430,457,505,1
170431,1167,361,1
170431,473,3,1
170432,1015,260,1
170432,843,221,1
170433,1264,451,1
170434,332,343,1
170435,352,234,1
170436,817,295,1
170437,880,593,1
170437,836,105,1
170441,1016,397,0
170442,1190,120,1
170442,579,8,1
170443,901,7,1
170444,926,572,1
170448,188,126,1
170450,296,298,1
170454,1074,98,1
170456,1072,428,1
170456,809,285,1
170456,809,285,1
170456,137,281,1
170459,563,563,1
170459,272,626,1
170459,272,626,1
170460,442,175,1
170461,286,188,1
170463,444,314,1
170465,349,414,1
170467,1043,330,0
170468,67,11,1
170470,528,594,1
170472,66,124,1
170472,1120,266,1
170473,1120,266,1
170474,546,626,1
170477,168,600,1
170477,571,671,1
170480,1277,300,1
170485,982,533,1
170485,982,533,1
170486,703,668,0
170487,348,519,1
170487,86,594,1
170490,264,679,1
170491,706,414,1
170493,374,573,1
170493,330,135,1
170495,879,323,1
170495,1207,320,1
170496,1137,237,1
170496,682,71,1
170496,346,255,0
170496,237,154,1
170497,739,329,0
170497,570,689,1
170498,315,551,1
170498,6,584,1
170499,799,44,1
170499,256,190,1
170499,167,107,1
170500,1237,545,0
170500,1154,264,1
170500,702,246,1
170501,1091,699,1
170502,1091,699,1
170502,1064,400,1
170502,906,384,1
170503,596,153,1
170503,596,153,1
170504,847,467,1
170504,1109,323,1
170504,321,675,1
170504,893,119,1
170505,421,328,0
170506,452,597,1
170507,1255,510,1
170510,58,36,1
170512,1158,513,1
170512,1257,510,1
170512,1257,510,1
170513,239,112,1
170518,770,655,1
170518,662,539,1
170519,811,375,1
170524,303,596,1
170524,548,200,1
170525,59,193,0
170525,17,563,1
170526,491,713,1
170526,1133,120,1
170526,963,711,1
170527,1083,177,1
170529,363,79,1
170530,1067,54,1
170530,34,650,1
170530,594,506,1
170532,1240,668,1
170533,655,611,1
170533,655,611,1
170535,1178,445,1
170535,100,390,1
170536,432,152,1
170538,141,172,1
170538,141,172,1
170539,985,692,1
170539,1070,417,1
170540,802,96,1
170544,70,380,1
170547,662,478,1
170550,1038,331,1
170554,1210,684,1
170556,1216,366,1
170557,1233,217,1
170558,284,114,1
170558,27,570,1
170559,264,617,1
170560,1027,451,1
170561,1040,487,1
170562,446,374,0
170563,646,18,0
170567,951,428,1
170567,212,643,1
170568,844,118,1
170570,898,577,1
170571,89,192,1
170572,915,83,1
170572,684,25,1
170573,163,645,1
170575,738,116,1
170575,738,116,1
170576,927,47,1
170576,84,244,1
170578,132,365,1
170578,76,269,1
170579,450,313,1
170579,572,413,1
170580,703,91,1
170580,878,38,1
170580,556,286,1
170581,371,107,1
170583,960,647,1
170585,535,67,1
170588,1124,492,1
170588,315,160,1
170589,282,189,1
170589,988,661,1
170591,917,541,1
170592,739,680,1
170593,734,411,1
170598,200,515,1
170599,604,278,1
170599,671,298,1
170601,1050,8,0
170601,1122,660,1
170605,482,467,1
170605,987,451,0
170609,109,565,1
170609,586,468,1
170611,985,644,1
170613,930,658,1
170613,769,178,1
170616,833,311,1
170617,154,14,1
170618,208,227,1
170620,416,613,1
170620,1243,278,1
170624,751,497,1
170625,302,339,1
170626,30,180,0
170627,892,648,0
170628,131,646,1
170628,589,675,1
170630,1141,53,1
170632,261,509,1
170632,227,75,1
170639,788,536,1
170639,338,433,0
170639,908,392,1
170644,547,406,1
170645,877,456,1
170645,902,391,1
170648,34,330,0
170648,1187,96,1
170649,519,276,0
170650,1236,550,1
170650,474,484,0
170650,279,275,1
170653,370,713,1
170653,640,580,1
170655,764,436,1
170656,818,249,1
170658,693,652,0
170659,1251,545,1
170659,843,203,1
170660,993,372,0
170661,238,593,1
170671,451,234,1
170672,400,576,0
170673,52,478,1
170675,1227,294,0
170676,37,399,1
170677,1095,518,0
170680,1095,501,0
170682,236,450,0
170684,1000,276,1
170686,819,520,0
170686,1070,172,1
170687,1002,32,1
170691,571,469,0
170692,105,691,0
170692,768,83,1
170693,1194,124,1
170693,13,240,0
170705,348,644,0
170709,404,26,1
170712,1080,6,1
170720,476,708,1
170720,476,708,1
170723,535,590,1
170724,472,658,0
170727,1233,184,1
170727,121,540,1
170727,69,188,0
170730,867,488,0
170734,273,625,0
170742,1001,456,1
170742,1001,456,1
170744,175,416,1
170747,181,73,1
170749,663,414,1
170752,1180,22,0
170752,161,428,0
170754,1238,153,0
170757,425,355,1
170757,214,630,0
170759,1154,448,0
170760,1045,114,0
170760,512,368,1
170760,657,429,0
170761,663,252,1
170763,1124,696,0
170763,959,476,0
170763,941,695,0
170764,557,717,0
170765,1221,505,1
170765,562,262,1
170770,971,451,1
170770,971,451,1
170773,1176,383,0
170774,984,623,1
170775,1186,409,0
170776,417,116,0
170777,781,83,1
170780,814,337,1
170780,814,337,1
170782,695,59,1
170784,1129,431,1
170784,924,714,0
170789,104,616,0
170790,139,479,1
170791,404,430,1
170795,43,201,0
170798,902,256,0
170801,42,30,1
170801,746,137,0
170804,699,545,1
170809,402,362,0
170809,737,212,1
170810,940,54,1
170820,123,21,1
170820,123,21,1
170820,859,681,1
170820,1168,507,0
170821,666,484,1
170821,429,440,0
170822,1108,135,1
170822,1000,440,0
170825,632,238,1
170825,448,349,0
170825,848,159,0
170826,260,184,1
170828,599,524,1
170831,516,712,0
170836,417,89,0
170836,290,187,1
170837,230,423,0
170843,103,427,0
170847,78,666,0
170849,243,586,0
170853,1097,467,0
170853,452,610,0
170853,1214,95,0
170858,698,621,1
170862,747,448,0
170864,393,43,0
170864,1080,100,0
170869,804,20,0
170869,217,623,0
170871,261,495,1
170872,799,285,0
170873,336,448,1
170874,896,428,0
170877,843,316,0
170878,440,70,0
170883,373,480,0
170883,696,233,0
170884,300,509,0
170885,900,240,0
170887,1020,312,0
170889,107,496,1
170891,530,428,0
170892,835,21,0
170893,9,187,0
170893,543,712,0
170895,568,7,0
170895,1103,475,1
170898,637,409,0
170900,326,191,1
170902,1030,209,1
170905,901,225,1
170906,260,712,1
170906,260,712,1
170907,746,511,1
170908,579,529,1
170909,78,588,1
170910,138,434,1
170911,1114,213,1
170911,592,257,1
170914,208,94,0
170914,127,60,1
170916,153,555,1
170917,159,294,0
170917,347,711,0
170918,826,701,1
170920,478,552,1
170921,1028,386,0
170924,941,568,0
170926,1261,232,1
170929,279,367,1
170934,933,34,1
170936,636,341,1
170936,399,78,1
170936,64,652,1
170936,769,683,1
170936,64,652,1
170937,738,359,1
170937,337,72,1
170938,1096,575,1
170940,612,550,1
170943,1081,178,0
170948,722,653,0
170953,852,117,0
170958,1065,357,1
170962,874,207,1
170962,669,695,1
170963,21,355,1
170963,21,355,1
170970,278,283,0
170970,632,219,0
170975,625,288,1
170984,265,325,0
170994,1145,211,1
170997,1279,61,1
171002,748,38,1
171002,1044,620,0
171003,740,10,1
171006,956,167,1
171006,690,102,1
171007,895,46,1
171008,1070,11,0
171009,1064,434,0
171011,1263,386,1
171017,523,54,0
171020,402,267,0
171021,275,475,1
171021,275,475,1
171027,687,131,1
171027,1203,169,0
171030,855,315,0
171031,1071,149,1
171032,69,686,1
171033,198,378,1
171036,1252,313,1
171040,1243,463,0
171040,1155,131,0
171042,68,103,1
171046,1068,109,0
171046,270,498,0
171052,1271,363,1
171052,844,596,0
171054,824,296,1
171056,853,474,1
171057,785,437,1
171057,655,292,1
171058,699,207,1
171059,1115,151,1
171060,269,494,0
171060,1159,545,0
171061,377,453,0
171062,260,95,1
171062,694,104,0
171063,1087,308,1
171064,1228,325,1
171064,697,341,1
171065,217,0,1
171068,1086,213,1
171071,234,36,0
171071,599,183,1
171071,1096,664,0
171076,1137,236,1
171080,604,701,0
171080,359,523,1
171080,280,711,0
171082,423,183,1
171082,505,167,1
171083,76,497,1
171084,916,92,0
171086,1183,589,1
171088,563,472,1
171088,1070,346,1
171093,550,386,1
171093,1145,411,1
171094,348,579,1
171101,447,251,1
171101,393,451,0
171103,763,529,0
171104,837,24,1
171104,471,567,1
171107,362,649,1
171107,485,167,1
171108,125,376,1
171108,1067,127,0
171109,666,462,0
171112,6,643,1
171115,1223,264,1
171116,1223,264,1
171117,1134,380,1
171118,32,457,1
171124,1125,639,0
171125,366,449,0
171132,187,110,1
171136,437,574,1
171136,437,574,1
171139,180,97,1
171144,939,679,1
171145,811,675,0
171150,1218,569,1
171152,380,453,0
171152,392,500,0
171154,633,58,0
171158,577,256,1
171159,396,138,0
171165,1220,118,0
171169,427,638,0
171174,46,542,0
171177,1218,439,0
171183,797,258,0
171185,701,249,0
171191,1147,16,0
171193,71,718,0
171202,1020,576,0
171204,93,622,0
171207,714,220,0
171208,1174,159,0
171208,828,298,0
171210,565,141,0
171210,1010,495,0
171211,155,286,0
171216,60,429,0
171218,417,67,1
171221,911,17,1
171221,699,378,1
171224,275,201,1
171224,275,201,1
171224,600,695,0
171224,1092,629,0
171226,1204,676,0
171227,542,710,1
171227,355,406,1
171227,19,517,1
171228,1060,189,1
171230,676,243,1
171230,902,515,1
171230,1004,217,1
171234,1186,19,1
171234,554,69,1
171236,504,550,1
171237,1050,452,0
171238,108,213,1
171242,511,456,1
171244,872,682,0
171244,1051,202,1
171245,14,229,1
171248,822,297,1
171248,538,488,0
171250,803,433,1
171250,803,433,1
171251,971,639,1
171253,977,560,0
171254,1013,315,1
171254,1,91,1
171254,1088,355,1
171255,353,127,1
171255,1112,701,1
171257,1018,382,1
171258,110,680,1
171260,1039,160,1
171261,311,30,1
171262,1138,670,1
171262,386,110,1
171262,1050,175,1
171263,1105,422,1
171264,759,345,1
171267,1012,99,1
171268,723,699,1
171268,1228,385,0
171268,1103,196,1
171269,882,194,1
171269,379,676,1
171272,638,699,0
171276,1223,681,1
171276,1223,681,1
171278,1229,710,0
171278,1003,330,0
171279,910,586,1
171279,1027,487,1
171287,244,291,1
171288,113,626,0
171288,1199,388,1
171289,843,52,0
171290,498,701,1
171291,128,326,1
171293,1265,153,1
171295,1242,222,1
171296,1131,177,1
171300,1033,210,1
171300,1092,582,1
171303,743,706,0
171304,900,654,0
171305,875,494,0
171309,542,409,1
171311,664,171,1
171311,213,35,1
171313,248,670,1
171313,365,143,1
171316,331,223,1
171317,137,263,1
171318,693,652,1
171326,403,449,1
171326,620,526,0
171328,760,255,0
171333,747,194,1
171337,444,103,0
171338,836,63,1
171338,806,2,1
171338,592,288,1
171344,180,595,1
171344,180,595,1
171347,618,204,1
171347,659,303,0
171351,906,385,1
171352,333,716,0
171353,969,201,1
171360,907,389,1
171360,390,160,1
171369,976,525,0
171370,745,586,1
171371,655,504,0
171372,1052,594,1
171372,1155,422,0
171373,849,323,0
171374,669,717,0
171377,752,471,1
171378,1200,25,0
171382,848,538,1
171385,267,278,0
171385,394,626,0
171386,431,503,1
171386,5,709,1
171386,1230,709,0
171386,517,254,0
171387,997,198,0
171388,266,385,0
171391,1154,318,1
171392,175,555,1
171393,245,1,0
171393,851,81,0
171396,263,185,0
171397,154,299,0
171397,871,38,1
171399,664,19,0
171399,369,518,0
171400,815,627,0
171400,639,126,1
171404,858,388,1
171408,791,677,1
171411,459,441,1
171411,907,718,1
171412,911,65,1
171415,437,648,0
171415,614,206,0
171415,1011,658,1
171416,1011,658,1
171417,1104,261,1
171417,600,117,0
171421,87,46,0
171422,861,609,1
171424,1175,370,1
171427,431,694,1
171429,618,1,0
171431,704,236,1
171438,17,68,1
171446,382,658,0
171446,611,658,0
171446,1070,255,0
171448,925,395,0
171450,183,687,1
171450,183,687,1
171450,713,715,1
171450,982,570,1
171451,1038,65,1
171452,244,498,0
171454,1140,710,1
171454,1140,710,1
171455,265,89,1
171457,170,3,1
171458,750,603,1
171460,1260,36,1
171460,562,488,0
171460,219,478,1
171461,848,456,1
171462,3,609,1
171463,97,133,1
171463,668,60,0
171464,468,194,1
171464,1261,483,0
171467,1083,485,1
171468,1116,225,1
171472,1063,35,1
171472,1160,91,1
171474,681,151,0
171475,265,487,1
171477,729,144,1
171478,235,69,1
171479,1104,500,1
171480,1209,167,1
171481,989,406,1
171484,1005,141,1
171486,153,652,1
171488,850,424,1
171488,1055,648,0
171490,340,647,1
171490,704,442,1
171490,902,527,1
171493,1096,378,1
171495,551,188,1
171496,30,690,1
171496,1274,0,1
171497,531,24,1
171499,27,680,1
171500,185,233,1
171501,1189,261,0
171501,820,222,1
171505,273,76,1
171507,1051,718,0
171507,66,606,1
171507,1170,2,1
171508,423,605,1
171508,947,0,0
171509,1081,445,1
171510,34,537,1
171513,846,92,0
171513,1011,144,1
171514,884,25,1
171514,884,25,1
171514,174,564,1
171515,1125,561,1
171517,282,213,1
171522,217,5,1
171522,160,305,1
171522,1108,137,1
171522,1108,137,1
171522,1108,137,1
171523,218,90,1
171523,1075,290,1
171524,483,125,1
171524,1152,625,1
171526,667,320,1
171528,1032,532,1
171533,998,140,0
171534,1009,674,0
171535,954,473,1
171538,99,305,0
171541,389,157,0
171543,1195,484,0
171545,510,372,1
171545,358,189,1
171546,686,500,1
171546,393,342,1
171549,830,251,0
171549,155,214,0
171551,1214,287,0
171563,670,150,1
171569,194,719,0
171571,560,513,0
171572,272,499,0
171580,101,206,1
171586,444,610,0
171586,1034,42,0
171586,1124,125,1
171596,446,266,0
171597,170,193,0
171597,244,53,0
171598,987,657,0
171598,645,620,0
171602,1193,316,0
171604,728,371,0
171605,178,340,0
171607,542,239,0
171608,951,390,0
171612,330,282,0
171612,1200,442,0
171614,313,136,0
171615,626,579,0
171615,757,483,1
171616,645,566,0
171616,543,50,0
171618,20,376,0
171620,865,687,0
171622,432,308,0
171623,426,219,0
171623,578,106,0
171623,1080,117,0
171625,668,4,0
171626,216,17,0
171627,934,379,0
171628,131,121,0
171628,1197,46,0
171632,1203,145,0
171634,1095,123,0
171634,839,213,0
171635,64,209,0
171635,704,41,0
171635,93,170,0
171637,873,426,0
171640,63,682,0
171640,566,336,0
171641,8,73,0
171642,1127,184,0
171643,689,107,0
171643,830,580,0
171646,995,327,0
171646,662,420,0
171647,379,147,0
171648,331,37,0
171648,1130,683,0
171649,475,536,0
171649,917,281,0
171650,689,26,0
171650,650,212,0
171651,814,164,0
171652,12,390,0
171655,1239,521,0
171655,1064,423,0
171655,237,710,0
171656,547,61,0
171656,269,580,0
171660,856,436,0
171660,951,501,0
171661,769,241,0
171661,28,601,0
171661,271,495,0
171662,47,576,0
171663,1278,543,0
171663,896,108,0
171664,410,308,0
171664,430,518,0
171664,898,649,0
171664,88,345,0
171664,295,55,0
171666,367,687,0
171669,1206,200,0
171669,342,474,0
171672,747,546,0
171673,606,323,0
171673,1132,181,1
171674,1216,621,1
171674,1203,172,0
171674,1086,605,0
171675,1216,649,0
171675,836,477,0
171678,933,488,0
171679,1219,658,0
171679,710,348,0
171679,212,475,0
171681,595,678,0
171686,902,401,1
171687,576,215,0
171688,908,465,1
171688,1026,719,0
171689,613,201,0
171691,624,200,0
171691,578,386,0
171692,854,265,0
171694,396,151,0
171695,459,37,0
171697,225,62,0
171697,229,370,0
171698,125,377,0
171698,786,703,0
171698,302,164,0
171699,652,619,1
171701,1195,390,0
171701,457,630,0
171701,1083,188,0
171701,1004,112,1
171701,1004,112,1
171702,1022,66,0
171705,915,117,0
171706,710,441,0
171706,1211,367,0
171706,1038,543,0
171708,715,546,1
171709,338,407,0
171709,1010,451,0
171710,662,313,1
171710,829,665,0
171710,260,703,0
171713,582,180,0
171714,605,225,0
171714,1041,165,0
171714,810,66,0
171715,1052,671,0
171716,1239,194,0
171717,254,2,0
171718,874,703,0
171718,1088,497,0
171718,509,459,1
171722,938,339,0
171723,848,318,0
171724,153,575,0
171725,1147,11,0
171725,315,122,0
171726,180,637,0
171729,921,322,0
171731,671,307,1
171731,1234,302,1
171733,500,709,0
171734,13,178,0
171735,1094,64,1
171737,1221,167,0
171739,898,125,1
171739,997,693,0
171739,605,247,0
171740,792,2,1
171744,743,347,0
171745,941,718,1
171746,46,652,1
171747,1025,237,1
171748,174,436,0
171748,1263,656,0
171749,418,359,0
171751,646,192,0
171752,616,463,0
171752,1235,247,0
171752,373,159,0
171752,759,15,0
171754,392,210,0
171755,968,458,0
171757,176,134,0
171758,1023,524,0
171759,1242,235,0
171761,955,119,0
171762,257,353,0
171762,1236,240,0
171762,620,427,0
171763,85,399,0
171765,551,175,1
171767,527,667,0
171769,943,568,0
171770,383,648,1
171772,500,63,1
171776,478,301,1
171777,264,474,1
171778,439,43,1
171780,747,127,0
171780,651,209,0
171780,900,389,1
171781,880,290,1
171784,714,580,0
171785,774,133,0
171787,246,620,0
171788,475,577,0
171792,1184,593,0
171793,1209,134,1
171797,1055,58,0
171799,436,252,0
171800,473,164,0
171802,217,201,0
171805,1031,124,0
171806,96,456,0
171808,1275,365,0
171810,1219,580,1
171812,1193,367,1
171814,553,402,1
171814,553,402,1
171814,221,44,0
171814,1065,458,1
171815,1144,121,0
171816,403,322,0
171816,1241,243,1
171816,1241,237,1
171816,857,635,1
171817,424,482,1
171818,737,412,0
171818,273,348,0
171818,224,524,1
171820,522,608,1
171820,522,608,1
171823,974,452,0
171823,831,161,1
171824,1268,402,1
171834,606,593,0
171834,511,430,0
171837,1008,127,0
171839,1022,352,1
171840,244,73,1
171840,244,73,1
171840,836,615,1
171841,811,584,0
171842,1229,210,1
171849,636,580,0
171850,839,85,1
171851,1032,506,0
171851,94,159,0
171852,826,306,1
171854,904,384,1
171855,779,404,0
171858,1145,518,0
171861,8,207,0
171861,1128,477,1
171865,540,178,0
171865,787,606,0
171867,185,147,1
171867,481,343,1
171868,481,343,1
171868,442,343,1
171868,439,473,1
171868,1140,560,0
171869,464,60,1
171869,823,13,0
171871,71,691,0
171871,972,222,1
171872,697,304,0
171872,479,547,1
171877,583,447,1
171879,950,247,1
171879,929,301,1
171882,722,370,0
171889,872,563,1
171889,776,708,1
171890,156,147,1
171895,1250,515,0
171896,1253,704,0
171900,250,663,0
171900,1084,698,0
171900,186,42,1
171903,211,678,0
171903,1260,247,0
171907,703,690,0
171907,776,637,0
171908,127,607,0
171910,949,324,1
171911,879,309,0
171911,685,12,1
171912,1077,123,0
171912,779,352,1
171914,357,693,1
171914,717,578,1
171914,717,578,1
171914,1017,119,1
171915,595,318,1
171915,1066,102,0
171916,1192,331,0
171917,1021,370,0
171917,685,691,0
171918,635,477,1
171919,761,667,1
171921,887,491,1
171922,603,584,0
171924,699,608,0
171924,709,272,0
171926,484,439,0
171931,673,522,0
171932,508,36,0
171933,233,407,0
171935,1062,126,0
171935,939,464,0
171936,1191,176,1
171937,696,566,1
171940,423,64,1
171944,26,399,1
171945,401,587,1
171948,535,380,0
171948,446,433,0
171954,1205,508,0
171957,408,479,0
171966,936,711,0
171967,475,514,0
171967,1127,76,0
171969,1215,486,0
171969,156,104,1
171969,822,676,0
171972,320,315,0
171976,237,35,0
171977,139,2,0
171978,1051,386,1
171981,452,275,0
171983,692,433,0
171985,18,164,0
171994,199,329,0
171995,848,0,1
171996,1173,413,0
172003,751,13,0
172004,1224,248,0
172004,461,97,0
172005,319,65,1
172005,949,193,0
172006,1240,177,0
172006,436,218,0
