t,x,y,p
172007,171,362,0
172008,193,97,1
172009,297,340,0
172010,902,612,1
172011,326,423,0
172012,263,550,0
172013,629,60,1
172016,183,701,0
172017,902,389,0
172018,818,41,0
172021,1017,34,0
172021,352,404,0
172023,472,479,0
172023,937,687,0
172023,1242,397,1
172023,841,553,0
172024,0,506,0
172025,1151,503,0
172025,567,306,1
172028,709,348,1
172029,960,58,0
172031,858,608,1
172032,167,155,1
172032,1241,411,1
172033,285,647,0
172034,643,267,1
172038,93,112,0
172040,928,368,1
172040,1132,196,1
172041,782,1,0
172041,1244,322,1
172042,507,83,0
172042,1195,356,0
172043,1191,264,1
172044,932,543,0
172046,263,605,0
172047,971,586,1
172048,73,194,0
172048,815,47,0
172052,737,330,0
172054,195,578,0
172056,327,300,1
172057,222,346,0
172058,967,379,1
172059,877,303,0
172059,17,699,0
172059,1162,414,1
172059,244,650,0
172060,253,316,0
172060,488,142,1
172061,407,445,1
172061,1273,635,0
172063,971,580,0
172066,568,170,0
172067,443,616,1
172069,315,66,0
172070,995,602,0
172075,625,474,0
172076,274,15,0
172077,554,318,0
172077,352,583,0
172078,1055,194,0
172079,928,115,0
172089,1041,643,0
172090,1232,90,0
172090,1103,414,0
172092,633,282,0
172092,961,634,1
172093,961,634,1
172093,294,532,0
172095,960,84,0
172096,583,647,0
172096,915,178,0
172097,106,469,1
172097,1050,510,0
172097,276,30,0
172099,125,347,0
172099,54,1,0
172099,562,52,0
172100,839,209,0
172102,1212,79,0
172105,682,369,0
172109,464,93,1
172109,235,511,0
172110,841,548,0
172110,1048,73,0
172111,133,632,0
172113,448,529,0
172115,280,47,0
172116,699,133,1
172119,1123,623,0
172120,336,293,0
172122,990,448,1
172123,167,371,0
172125,215,582,1
172125,1165,84,0
172127,91,595,0
172130,752,486,1
172131,243,716,1
172132,609,123,1
172133,884,449,0
172134,598,252,1
172136,739,390,0
172136,965,629,0
172137,324,367,0
172140,828,290,0
172142,715,585,0
172144,901,386,1
172144,491,455,1
172149,1099,507,1
172153,958,439,1
172155,706,168,1
172156,305,413,0
172156,1036,253,1
172157,530,708,1
172159,574,174,1
172159,152,608,0
172160,1139,528,1
172160,245,132,0
172160,484,625,1
172162,277,388,0
172162,545,587,1
172163,590,654,1
172166,1203,438,0
172167,175,719,0
172167,237,112,1
172167,911,370,0
172168,1130,494,0
172169,334,394,1
172169,999,388,0
172171,1164,63,1
172173,1130,202,1
172175,420,33,1
172175,1208,53,1
172179,683,192,1
172179,1121,375,0
172180,661,281,0
172181,371,330,1
172184,874,332,1
172184,318,367,1
172184,596,249,0
172184,540,91,1
172185,1035,77,1
172188,65,462,0
172188,966,136,1
172188,966,136,1
172188,436,246,1
172191,948,27,0
172192,457,319,1
172202,529,703,0
172204,391,282,0
172204,468,590,0
172206,523,701,1
172211,1077,386,1
172215,1062,642,0
172215,961,22,1
172218,954,194,0
172219,791,109,1
172228,464,176,0
172230,241,662,0
172234,900,324,0
172236,129,350,0
172236,1019,208,0
172241,344,505,1
172246,1244,683,0
172248,675,497,0
172250,385,139,0
172250,1220,36,1
172251,1108,608,1
172251,1108,608,1
172252,815,326,1
172253,195,112,0
172254,937,546,1
172256,190,386,1
172257,748,539,1
172257,1115,457,0
172259,738,43,1
172259,10,261,1
172259,188,38,1
172262,192,717,1
172264,269,670,0
172264,21,109,0
172266,245,314,0
172267,939,309,1
172268,611,159,1
172268,905,653,0
172269,944,589,0
172270,58,342,0
172278,1158,536,1
172283,567,353,0
172283,861,656,0
172284,499,116,1
172284,387,277,1
172285,679,269,0
172285,743,224,1
172286,106,517,0
172287,729,498,0
172288,591,325,0
172291,678,524,0
172291,506,26,1
172292,217,388,1
172293,679,87,0
172297,1190,200,0
172299,285,27,0
172301,634,523,1
172301,634,523,1
172302,741,395,1
172303,957,137,1
172303,312,127,0
172305,721,62,1
172306,1025,658,0
172307,732,541,1
172313,361,509,1
172315,4,239,0
172315,270,62,0
172315,821,200,0
172315,1019,91,0
172316,1227,139,1
172316,994,46,1
172317,1039,67,1
172317,587,516,1
172317,408,491,1
172318,1070,559,0
172321,260,662,1
172321,445,76,1
172321,993,701,1
172322,120,339,1
172325,1164,180,1
172325,427,82,1
172325,468,689,0
172326,52,386,0
172326,822,490,1
172327,360,304,0
172328,1089,160,1
172329,804,128,1
172334,225,333,0
172334,793,20,1
172343,147,547,0
172344,603,257,0
172347,520,378,1
172350,975,91,0
172353,909,253,0
172353,750,19,1
172354,1021,627,0
172354,906,388,1
172356,893,699,1
172357,688,680,1
172357,239,381,0
172358,1241,190,1
172359,676,221,1
172361,164,244,1
172363,282,237,0
172365,707,20,0
172365,445,317,1
172366,1226,230,1
172366,1212,202,0
172367,815,315,0
172369,1219,126,1
172372,496,672,1
172373,452,541,1
172379,1155,360,1
172381,804,709,0
172383,471,354,0
172385,1220,582,0
172388,787,497,0
172389,32,502,0
172389,275,708,1
172394,607,692,1
172395,796,434,0
172395,750,124,0
172396,684,680,1
172397,399,617,0
172397,1045,262,0
172398,101,207,0
172399,795,587,1
172404,458,141,0
172404,378,610,0
172405,610,415,1
172408,277,641,0
172409,142,465,0
172411,636,223,0
172417,101,114,1
172418,769,80,0
172420,318,305,0
172420,1015,556,0
172426,654,438,1
172426,518,457,0
172427,669,185,1
172427,191,661,1
172427,191,661,1
172431,1160,8,1
172432,635,710,0
172433,940,617,0
172433,517,347,0
172434,264,342,0
172436,869,648,1
172439,863,691,1
172441,70,336,0
172441,269,180,0
172442,1091,161,0
172442,158,655,0
172442,655,302,0
172444,554,388,1
172446,862,520,1
172446,646,672,1
172450,1113,20,0
172450,236,606,1
172451,1184,436,1
172453,694,564,0
172453,813,647,1
172454,1146,564,1
172455,40,202,1
172456,31,568,0
172456,245,688,0
172457,237,701,1
172457,1066,96,1
172461,951,323,0
172465,95,652,0
172466,549,44,1
172467,700,168,1
172470,1126,609,0
172470,4,698,0
172470,974,674,1
172472,608,17,1
172472,212,417,0
172473,312,35,0
172473,754,452,0
172475,614,445,0
172477,918,369,1
172478,855,487,0
172478,5,287,1
172479,1220,260,1
172482,182,187,0
172482,458,114,0
172484,553,643,1
172484,464,337,1
172485,336,500,1
172489,757,694,0
172492,1120,463,1
172493,71,303,1
172494,685,560,0
172496,894,509,0
172498,716,217,0
172500,330,122,1
172504,1212,178,0
172507,107,71,0
172507,1202,32,1
172509,1270,311,1
172510,1087,237,1
172514,860,232,0
172523,897,398,0
172525,891,364,0
172526,180,68,0
172526,384,63,1
172528,8,667,0
172528,824,62,0
172532,1028,520,1
172534,9,167,1
172537,561,641,1
172538,410,567,0
172539,845,672,0
172541,882,328,0
172545,471,147,1
172547,762,615,0
172550,731,398,0
172550,606,94,0
172551,200,370,0
172551,1060,229,0
172552,1269,273,0
172554,417,339,1
172555,1215,89,1
172556,994,661,1
172557,805,535,0
172558,612,127,1
172558,612,127,1
172558,724,306,0
172566,399,230,0
172570,628,196,1
172570,737,569,0
172571,1174,582,0
172572,707,521,0
172574,295,718,0
172578,804,167,1
172582,722,426,1
172584,47,136,1
172587,694,655,1
172589,854,161,0
172590,413,290,1
172591,1116,449,0
172592,942,152,0
172594,434,237,0
172595,815,530,0
172599,1237,68,0
172599,704,83,0
172600,43,287,1
172601,150,523,0
172603,1235,253,1
172603,460,704,0
172605,848,188,1
172607,182,710,0
172607,1250,619,1
172608,809,149,1
172609,552,269,0
172614,1157,604,1
172614,916,350,0
172615,1007,422,0
172617,965,228,1
172617,965,228,1
172620,419,48,1
172624,1134,74,0
172628,1052,155,0
172628,994,237,1
172628,541,405,0
172630,1007,355,0
172631,171,216,1
172632,566,429,0
172637,1150,717,0
172638,1044,344,0
172640,681,378,0
172648,1177,437,0
172650,1205,99,0
172650,1012,706,0
172656,1247,513,0
172657,1213,304,0
172657,594,367,0
172657,309,188,0
172658,100,109,0
172665,1228,413,0
172667,334,116,1
172673,541,318,0
172673,1015,410,1
172673,1015,410,1
172674,467,194,1
172676,327,21,0
172681,790,9,0
172681,887,125,0
172684,816,559,0
172692,76,259,0
172694,287,418,1
172694,162,419,0
172696,663,229,0
172698,704,448,1
172698,1273,586,0
172699,114,144,0
172700,1177,527,0
172701,1073,467,0
172702,448,46,0
172704,638,546,1
172705,449,300,0
172709,330,330,0
172712,53,313,0
172713,251,119,0
172715,1049,230,0
172716,193,574,0
172717,525,424,0
172719,840,90,0
172719,400,91,0
172720,222,436,0
172720,678,408,0
172721,442,173,0
172724,338,66,0
172726,673,506,0
172726,44,524,1
172728,84,322,0
172728,841,626,1
172731,422,595,1
172731,91,277,0
172735,865,384,0
172740,1247,306,0
172742,291,270,0
172742,677,281,0
172743,1253,656,0
172744,1124,509,0
172745,275,602,1
172747,888,315,0
172747,867,502,1
172748,285,462,0
172749,1039,451,0
172750,504,135,0
172757,186,385,0
172757,443,308,0
172758,213,101,0
172760,699,466,0
172761,166,438,0
172761,1257,352,1
172765,410,680,0
172767,177,493,0
172768,373,448,0
172768,888,517,0
172769,974,379,0
172769,1277,481,0
172771,984,139,0
172772,125,351,0
172772,1181,112,0
172773,237,389,0
172773,1202,129,0
172773,1187,530,0
172778,978,464,0
172778,311,307,0
172780,775,127,0
172780,635,584,0
172784,1049,554,0
172787,476,515,0
172789,847,277,0
172791,965,5,0
172792,156,656,0
172795,480,444,1
172796,328,387,0
172796,313,463,0
172797,62,521,0
172798,679,667,0
172798,634,482,1
172799,461,666,0
172799,1045,302,0
172799,605,533,0
172800,1229,703,0
172800,734,452,0
172800,298,717,0
172806,109,425,0
172810,1021,620,0
172811,1155,74,0
172815,307,74,1
172815,809,81,0
172818,175,482,1
172818,452,314,0
172822,559,102,0
172826,23,0,0
172827,531,638,0
172827,1143,668,1
172827,42,48,0
172829,267,296,0
172830,406,585,0
172832,129,20,0
172832,778,661,0
172833,306,288,1
172834,427,526,0
172835,957,39,0
172835,294,80,0
172836,44,358,0
172839,366,441,0
172839,726,345,0
172840,944,99,0
172841,654,531,1
172841,818,135,1
172841,644,591,0
172842,1081,542,0
172843,659,581,1
172844,952,311,1
172844,952,311,1
172845,1102,173,1
172848,995,88,0
172849,162,401,0
172850,132,649,1
172851,423,344,0
172852,470,589,1
172853,1112,296,0
172856,737,256,0
172856,277,493,1
172856,323,565,0
172857,438,250,0
172858,614,36,1
172858,697,508,0
172859,266,38,1
172860,704,391,1
172860,977,222,0
172861,288,8,0
172861,387,339,0
172868,768,392,1
172870,783,569,0
172870,1251,492,0
172872,425,556,1
172873,155,698,1
172873,383,653,0
172875,938,684,1
172877,310,8,0
172878,671,385,0
172878,855,672,0
172879,136,403,1
172880,845,704,0
172881,1119,155,1
172882,1137,136,0
172882,418,193,1
172883,906,40,0
172884,408,508,0
172886,599,187,0
172886,705,574,0
172888,1262,506,0
172890,1048,514,0
172892,598,9,0
172893,3,563,1
172893,947,457,0
172894,911,80,0
172896,833,398,0
172900,976,345,0
172901,426,342,0
172901,192,622,0
172901,596,358,0
172902,1101,424,0
172904,759,73,0
172905,311,450,0
172905,665,481,1
172905,158,197,0
172908,264,497,1
172909,319,234,0
172912,736,159,1
172916,1036,161,1
172917,787,141,1
172917,522,247,1
172917,113,195,1
172917,658,256,0
172920,584,328,0
172921,602,500,1
172921,39,451,1
172922,1136,172,1
172922,336,108,0
172922,1200,707,1
172922,1200,707,1
172924,1097,479,1
172933,347,579,1
172933,208,40,0
172933,997,72,1
172935,899,133,1
172936,589,306,0
172939,670,656,1
172940,408,161,1
172942,698,546,0
172945,315,390,0
172945,385,321,0
172947,1265,217,0
172948,735,144,1
172950,1156,362,0
172953,448,716,0
172953,473,24,1
172954,662,65,1
172958,164,670,0
172958,781,711,0
172958,1017,711,0
172959,459,710,0
172960,295,667,1
172966,197,117,1
172967,563,464,1
172973,1083,593,0
172974,780,612,0
172974,345,104,0
172987,631,30,0
172988,1127,546,0
172991,784,510,0
172994,500,504,1
172995,138,561,0
172998,185,610,1
172999,6,32,0
173003,890,515,0
173008,1063,443,0
173014,138,441,0
173017,304,637,0
173018,743,592,0
173021,346,518,1
173021,1196,528,1
173022,247,229,1
173026,214,307,1
173031,401,77,0
173032,916,115,0
173035,63,558,1
173042,618,45,1
173043,749,660,1
173043,749,660,1
173047,379,242,0
173048,476,386,0
173049,827,406,0
173054,146,433,1
173057,931,504,1
173058,817,83,0
173059,309,35,0
173060,1252,48,1
173060,1252,48,1
173061,845,462,1
173062,1194,83,0
173062,652,272,0
173064,165,506,0
173064,1033,568,1
173070,370,137,0
173072,291,706,0
173072,722,470,0
173072,472,31,0
173077,504,511,1
173079,962,557,0
173080,1029,168,1
173084,879,454,1
173087,1153,286,1
173089,1124,314,1
173090,258,299,1
173090,405,643,0
173092,260,64,1
173092,32,249,0
173099,497,497,0
173099,424,345,0
173100,116,611,1
173101,1097,661,1
173102,97,451,0
173105,789,444,0
173106,931,426,0
173107,1175,62,1
173109,242,704,1
173109,242,704,1
173111,22,15,0
173115,788,65,1
173115,1027,347,1
173116,984,479,1
173119,155,570,1
173119,459,460,0
173120,797,646,0
173125,192,67,1
173126,71,416,0
173127,566,604,0
173128,268,497,0
173129,290,436,1
173130,363,66,1
173130,758,597,0
173131,1063,136,1
173133,72,471,1
173133,467,75,1
173136,1019,659,1
173136,1123,514,1
173137,1148,188,0
173138,1243,27,0
173140,642,552,1
173142,1152,352,1
173143,1147,123,1
173145,772,581,1
173146,1050,690,1
173146,1050,690,1
173146,848,322,1
173148,797,509,0
173150,1220,683,1
173150,139,74,1
173150,1220,683,1
173151,885,111,1
173151,197,14,1
173151,991,701,1
173151,1149,192,1
173152,605,32,1
173152,1137,394,1
173153,188,535,1
173154,985,123,1
173155,726,542,1
173155,1041,479,1
173156,1041,479,1
173157,329,4,1
173157,195,261,1
173157,957,448,1
173159,307,583,1
173161,1265,33,1
173163,1088,34,1
173164,159,510,1
173166,996,333,1
173166,476,576,1
173168,107,125,1
173168,817,400,1
173170,930,301,1
173172,1096,676,1
173173,613,462,1
173176,466,305,1
173180,1188,391,1
173183,790,313,1
173184,1137,83,1
173187,866,438,1
173194,1062,616,0
173196,240,485,0
173197,1121,170,1
173198,882,562,1
173201,1073,428,1
173201,468,466,1
173204,31,546,1
173205,1245,313,1
173209,1032,125,1
173209,243,615,1
173210,939,557,1
173211,614,314,1
173213,585,420,1
173215,867,458,1
173215,1021,163,1
173216,461,312,1
173218,1060,295,1
173220,83,160,0
173221,65,223,1
173222,57,401,1
173223,47,575,1
173224,41,669,1
173225,84,282,1
173226,55,606,1
173229,128,55,1
173229,247,70,1
173231,744,611,1
173231,70,367,1
173237,222,184,1
173239,936,288,0
173240,496,688,1
173242,380,115,1
173242,270,496,0
173244,659,283,1
173253,373,435,0
173256,921,64,1
173256,1198,247,1
173257,197,717,1
173264,445,472,1
173265,946,135,1
173266,524,492,0
173271,796,477,1
173274,736,253,0
173287,1108,174,0
173287,880,200,0
173291,1121,655,1
173293,719,289,1
173295,1114,6,0
173296,191,228,0
173299,1150,332,0
173307,277,446,0
173310,45,426,0
173311,533,535,1
173313,1080,408,0
173314,994,699,0
173314,887,651,0
173314,709,310,0
173316,22,210,0
173317,695,435,0
173320,790,124,1
173320,1249,536,0
173321,1007,324,0
173321,1078,529,0
173323,631,709,0
173332,440,410,0
173332,1233,247,1
173333,543,215,1
173334,1006,550,1
173335,39,607,1
173335,268,465,0
173336,333,513,0
173337,1042,608,1
173337,152,143,0
173338,1099,283,1
173340,608,165,1
173341,1140,80,1
173343,538,267,1
173344,969,550,0
173345,876,618,0
173349,703,655,0
173351,259,463,1
173352,158,261,0
173354,38,58,1
173354,38,58,1
173356,1036,234,1
173361,219,623,1
173362,828,52,0
173368,268,116,1
173370,607,158,0
173371,410,171,1
173372,687,129,1
173373,826,603,0
173373,353,23,1
173373,353,23,1
173374,1074,3,1
173375,91,628,1
173377,1185,551,0
173379,909,182,0
173380,1067,74,0
173381,272,495,0
173381,78,123,1
173381,357,619,1
173381,1279,442,1
173382,1152,293,1
173384,623,282,1
173386,350,602,1
173387,572,633,0
173387,1075,685,1
173388,337,117,1
173389,1013,712,1
173389,594,593,1
173390,1070,184,1
173393,499,359,0
173394,492,25,1
173394,475,122,1
173394,614,676,0
173395,956,29,0
173395,1181,7,0
173397,820,134,1
173398,891,244,1
173398,787,611,1
173399,104,301,1
173399,851,655,1
173399,849,351,1
173401,600,24,1
173402,383,639,0
173403,217,193,1
173406,1087,503,1
173406,185,128,1
173409,1187,501,1
173410,60,490,0
173412,907,260,0
173413,244,516,1
173414,574,519,1
173414,185,502,1
173419,769,514,0
173420,134,596,1
173423,343,211,0
173425,1205,553,1
173425,1233,499,1
173427,689,9,1
173429,1048,96,1
173429,873,96,1
173429,991,464,1
173430,577,641,1
173432,1124,27,1
173433,488,513,1
173433,1091,471,1
173435,863,639,1
173435,863,639,1
173435,1216,204,1
173436,309,5,0
173437,835,711,1
173437,1184,532,1
173438,380,582,0
173438,79,531,1
173439,498,517,1
173440,566,492,1
173444,570,75,1
173446,951,191,1
173450,104,200,1
173452,344,224,1
173453,294,171,1
173453,294,171,1
173453,942,156,1
173456,491,119,1
173458,129,583,0
173465,250,254,0
173466,1258,162,1
173466,1258,162,1
173472,1043,95,0
173474,82,577,0
173481,42,511,1
173490,199,45,0
173494,660,708,0
173494,338,103,1
173496,590,316,0
173497,750,438,0
173501,864,412,1
173502,646,164,0
173503,188,418,1
173505,304,379,0
173506,401,665,0
173508,852,416,0
173509,339,157,1
173510,221,112,0
173511,1102,326,0
173516,17,632,1
173518,156,134,0
173521,88,385,0
173525,832,541,1
173526,1114,498,0
173527,454,696,1
173532,97,511,1
173533,705,403,1
173533,705,403,1
173533,521,178,1
173534,865,208,0
173534,191,568,1
173535,363,409,1
173536,533,199,1
173538,1089,256,0
173539,741,647,1
173539,1145,171,1
173539,651,189,0
173539,632,530,1
173540,943,154,1
173540,638,306,1
173541,184,186,1
173541,1059,51,1
173541,556,459,1
173541,556,459,1
173543,622,471,1
173544,344,540,1
173546,390,459,1
173547,156,493,0
173549,805,586,0
173550,315,585,1
173552,381,13,0
173553,23,113,1
173554,603,409,1
173555,809,35,1
